feature,mean_importance
SSO:000002074,-0.00013197242658166686
SSO:000029508,-0.0001318231325697694
SSO:000000599,-0.0001315907713897113
SSO:000001604,-0.00013150557356945703
SSO:000041599,-0.00013136190845803865
SSO:000002979,-0.0001306047378669295
SSO:000013098,-0.00013043575676874308
SSO:000039887,-0.00013021932125254488
SSO:000044352,-0.00012924944644855386
SSO:000012978,-0.00012905580834148277
SSO:000029193,-0.00012858026158650283
SSO:000000070,-0.00012848186103727176
SSO:000000685,-0.00012820944207083128
SSO:000044195,-0.00012820459193398914
SSO:000007188,-0.00012797299240482896
SSO:000038896,-0.0001274054660401369
SSO:000003696,-0.00012692186830263186
SSO:000006554,-0.00012665115093916658
SSO:000044330,-0.00012664470785912486
SSO:000024946,-0.00012663175303814222
SSO:000033847,-0.00012650853344456925
SSO:000001260,-0.00012632108153001753
SSO:000043507,-0.00012595941733106186
SSO:000042545,-0.00012533415549815797
SSO:000005342,-0.00012459392683119018
SSO:000022366,-0.0001244939782127752
SSO:000035530,-0.00012415111117958789
SSO:000003007,-0.00012414419629606656
SSO:000001042,-0.00012245924624383343
SSO:000043098,-0.0001223454965468218
SSO:000021761,-0.00012205611638677061
SSO:000009609,-0.00012146299451544773
SSO:000023930,-0.00012120306520153612
SSO:000030106,-0.00012057130859582376
SSO:000018910,-0.00012026440136809757
SSO:000042917,-0.00012013543050523601
SSO:000009944,-0.00012001373139357563
SSO:000019244,-0.00011953874031688239
SSO:000008848,-0.00011877616982033378
SSO:000017255,-0.00011860327533240733
SSO:000020105,-0.0001185962447087352
SSO:000010239,-0.00011761455640051377
SSO:000016591,-0.0001172454860758787
SSO:000020010,-0.00011717143425653554
SSO:000007620,-0.00011632724588255261
SSO:000031411,-0.00011628305916582815
SSO:000008463,-0.00011614218097381058
SSO:000023830,-0.0001157536154647143
SSO:000020286,-0.0001157421221707977
SSO:000036190,-0.00011548118839236344
SSO:000002067,-0.00011523762946531457
SSO:000038718,-0.0001151043174511257
